60
0	500
25	45
73	42
168	27
233	22
279	50
368	32
413	50
473	68
48	103
104	90
162	95
202	115
283	104
357	98
405	87
470	114
24	186
90	152
158	173
219	170
310	145
362	156
407	172
458	163
26	241
90	211
146	218
230	220
287	214
328	224
422	222
482	215
40	284
113	266
170	269
236	309
306	275
340	290
397	281
472	274
25	340
117	326
153	326
208	375
288	346
334	358
408	328
466	333
41	384
92	366
154	373
209	398
282	399
346	405
422	414
479	410
30	440
95	447
157	478
221	458
270	464
345	455
420	470
462	480
205	334
196	451
437	398
318	308
469	229
255	274
254	492
409	374
423	106
201	20
38	459
