60
500	0
31	16
83	26
142	16
182	38
263	34
316	27
370	32
418	25
480	24
23	90
73	95
149	91
184	83
237	75
301	92
357	87
419	83
468	72
26	137
92	142
132	126
202	130
261	140
304	142
351	139
418	134
465	138
39	206
85	203
151	207
204	192
247	187
294	190
348	190
403	200
483	182
39	240
88	243
125	262
197	245
257	250
310	250
349	236
410	261
463	254
38	306
88	305
131	303
202	292
248	304
307	307
360	312
414	293
474	302
21	374
92	374
135	353
198	358
251	356
299	358
349	352
417	358
463	360
27	414
70	416
129	421
205	418
262	403
292	403
363	419
411	421
469	411
34	464
72	476
146	465
193	483
241	469
283	457
331	455
406	478
462	477
457	41
197	88
372	322
327	278
177	355
18	93
209	63
106	3
334	124
