60
500	0
39	31
107	34
165	35
215	45
289	17
336	29
408	30
472	33
44	106
92	86
168	104
203	108
260	93
325	116
415	86
466	79
43	156
92	148
148	147
227	153
295	162
349	160
415	164
443	135
41	237
106	226
148	206
214	215
284	212
335	228
405	232
461	206
30	295
79	267
162	298
216	278
281	266
355	289
399	273
466	263
51	342
125	370
162	352
234	338
293	328
347	332
395	341
462	343
37	411
111	415
154	408
249	390
299	392
346	418
410	395
457	384
41	457
96	448
155	473
245	433
291	447
341	454
397	465
464	426
163	243
490	61
354	246
216	467
82	42
480	133
377	134
236	260
126	430
358	41
441	214
