60
500	0
25	26
66	20
114	26
173	19
225	15
282	16
318	27
365	35
433	18
462	33
28	79
85	64
116	75
187	81
213	84
283	69
317	67
372	71
435	74
464	77
20	115
87	124
134	124
175	131
227	130
267	132
330	118
385	134
421	124
473	128
19	170
65	176
120	167
172	177
225	184
270	178
331	168
371	184
414	166
478	173
19	221
70	219
115	217
174	227
223	220
265	236
316	219
382	231
421	231
467	231
22	269
67	278
124	285
174	286
225	283
272	281
337	286
364	263
418	263
464	284
16	330
73	314
126	326
163	313
214	312
282	327
318	320
387	321
413	328
480	321
15	366
82	378
126	379
169	366
229	365
275	382
329	374
365	374
417	370
472	379
34	423
81	424
136	435
180	414
214	428
286	423
316	434
377	435
419	425
486	431
31	472
70	485
114	469
178	471
218	481
273	479
337	472
369	469
434	478
480	484
